Pre-la-Joux: 6.7881017; 46.2332683!
Saint-Omer: 2.2536678; 50.7519911!
Chantilly: 2.4632567; 49.1939579!
Hazebrouck: 2.5360331; 50.7226113!
Tulle: 1.7706904; 45.2678158!
Montgeron: 2.46335; 48.6961!
Villeneuve-Loubet: 7.1217592; 43.6579947!
Allauch: 5.4832687; 43.3351381!
Floirac: -0.520823; 44.8327!
Bondues: 3.1007683; 50.7144178!
Chenove: 5.00308; 47.2932!
Bolbec: 0.4733749; 49.5730959!
Castelnaudary: 1.9533495; 43.3192021!
Saint-Gilles: 4.4318488; 43.677007!
Istres: 4.9884323; 43.5139051!
Saumur: -0.0778427; 47.2597046!
Le Kremlin-Bicetre: 2.3567467; 48.8088774!
Douai: 3.0761377; 50.3703683!
Saint-Chamond: 4.5017846; 45.4678974!
Val-de-Reuil: 1.19942; 49.3033!
Gonfreville-l'Orcher: 0.2338357; 49.503927!
Arnouville: 2.4187992; 48.9850039!
Cournon-d'Auvergne: 3.1961893; 45.739114!
Les Ponts-de-Ce: -0.5270662; 47.4286962!
Lourdes: -0.0464975; 43.0940904!
Toul: 5.8941759; 48.6762624!
Sainte-Maxime: 6.637714; 43.30871!
Marquette-lez-Lille: 3.0579254; 50.6734043!
Chalons-en-Champagne: 4.3628851; 48.9566218!
Pau: -0.3685785; 43.295791!
Aubagne: 5.5703031; 43.2924385!
Villeparisis: 2.6116541; 48.94279!
Nogent-sur-Oise: 2.4663799; 49.2775001!
Montivilliers: 0.1918673; 49.5452927!
Saint-Michel-sur-Orge: 2.3131074; 48.631202!
Chaumont: 5.1394503; 48.1118812!
Bois-Guillaume-Bihorel: 1.1200924; 49.4704784!
Saint-Amand-les-Eaux: 3.4374483; 50.4473073!
Champs-sur-Marne: 2.6009206; 48.8516672!
Salon-de-Provence: 5.0980217; 43.6405308!
Meyzieu: 5.0044767; 45.7764637!
La Ricamarie: 4.3660658; 45.404213!
Fontenay-aux-Roses: 2.2870373; 48.7911052!
Yerres: 2.4908799; 48.7149!
Pierrefitte-sur-Seine: 2.3608342; 48.9621458!
Villetaneuse: 2.3436609; 48.9609676!
Bonneuil-sur-Marne: 2.4869009; 48.7737116!
Antibes: 7.10905; 43.5836!
Louviers: 1.1646335; 49.2157245!
Niort: -0.464725; 46.3234863!
Sarcelles: 2.3796245; 48.9960813!
Le Chambon-Feugerolles: 4.3247696; 45.3966546!
Romainville: 2.4358326; 48.8852958!
Gien: 2.6313889; 47.6918575!
Issoudun: 1.9888033; 46.9477963!
Henin-Beaumont: 2.96052; 50.4175!
Haguenau: 7.7885978; 48.8172236!
Auray: -2.9867031; 47.6660041!
Landerneau: -4.2555665; 48.4515037!
Bischheim: 7.7552008; 48.6121999!
Marignane: 5.2147145; 43.4162023!
Amilly: 2.7673117; 47.9778853!
Saint-Claude: 5.864025; 46.3874493!
Plouzane: -4.6205517; 48.3814696!
Boulogne-sur-Mer: 1.6133049; 50.7251842!
Voiron: 5.5851632; 45.3698807!
Vitrolles: 5.2482643; 43.4593696!
La Trinite: 7.34061; 43.7453!
Blois: 1.3337639; 47.5876861!
Royan: -1.0287636; 45.6245332!
Francheville: 4.7647304; 45.735748!
Saint-Denis: 2.3580232; 48.935773!
Jouy-le-Moutier: 2.03194; 49.0116!
Gagny: 2.5321482; 48.8842139!
Crepy-en-Valois: 2.8861669; 49.2320959!
Lys-lez-Lannoy: 3.21621; 50.6713!
Trappes: 1.9988356; 48.7760957!
Plerin: -2.7695752; 48.5348817!
Bourges: 2.398932; 47.0805693!
Marly: 3.5514; 50.3449!
Choisy-le-Roi: 2.4170727; 48.7644619!
Romorantin-Lanthenay: 1.7449838; 47.358297!
Gardanne: 5.4692947; 43.4547814!
Vanves: 2.289259; 48.8212037!
Villejuif: 2.35845; 48.7927!
Saint-Vallier: 4.36177; 46.6446!
Guebwiller: 7.2113271; 47.9094629!
Digoin: 4.02614; 46.488!
Ollioules: 5.8483538; 43.1397205!
Olivet: 1.9015292; 47.8651681!
Somain: 3.27595; 50.36!
Wattrelos: 3.2222626; 50.7008634!
Annecy: 6.1287609; 45.8995589!
Valenton: 2.4634117; 48.7486678!
Laxou: 6.143701; 48.6849157!
La Chapelle-sur-Erdre: -1.5518632; 47.2996846!
Elbeuf: 1.0108998; 49.2871086!
Versailles: 2.1266886; 48.8035403!
Villeneuve-Saint-Georges: 2.4491931; 48.7284955!
Brunoy: 2.5052; 48.6955!
Sens: 3.2838015; 48.1965513!
Maisons-Laffitte: 2.15444; 48.9529!
Saint-Herblain: -1.6346964; 47.2233007!
Cagnes-sur-Mer: 7.1513834; 43.6612012!
Saint-Louis: 7.5612053; 47.5856946!
Compiegne: 2.8262028; 49.4176033!
L'Union: 1.4849315; 43.6517052!
Cannes: 7.0126946; 43.5512076!
Riom: 3.1136667; 45.893068!
Le Petit-Quevilly: 1.06208; 49.4238!
Granville: -1.5959213; 48.8376284!
Bar-le-Duc: 5.1621546; 48.7736785!
Illkirch-Graffenstaden: 7.7116218; 48.5298611!
Mericourt: 2.86895; 50.4!
Beaune: 4.8380426; 47.0239064!
Chennevieres-sur-Marne: 2.5426621; 48.7960018!
Ville-d'Avray: 2.1744615; 48.820717!
Grigny: 2.38993; 48.6591!
Carpentras: 5.048752; 44.0554997!
Ormesson-sur-Marne: 2.5483998; 48.785641!
Savigny-le-Temple: 2.5864042; 48.5848957!
Roche-la-Moliere: 4.3239799; 45.4247996!
Le Pontet: 4.8602588; 43.9621858!
Bagneux: 2.3027323; 48.795056!
Saint-Fargeau-Ponthierry: 2.5297545; 48.5409009!
Etampes: 2.1611377; 48.4330421!
Briancon: 6.6448622; 44.9012447!
Mougins: 6.9997299; 43.5947!
Rambouillet: 1.8328853; 48.6482463!
Epinay-sous-Senart: 2.5162; 48.6877!
Aix-les-Bains: 5.9099198; 45.691973!
Vienne: 4.8747841; 45.5252114!
Behren-les-Forbach: 6.9355392; 49.1744101!
Talence: -0.5879629; 44.8088438!
Coueron: -1.7271466; 47.2115054!
Chatellerault: 0.5540782; 46.8163047!
Nancy: 6.1838123; 48.6928048!
Romilly-sur-Seine: 3.71823; 48.5203!
L'Isle-sur-la-Sorgue: 5.0515385; 43.9185354!
La Cascade: 5.8623421; 45.5316267!
Les Gros Louis: 5.8353259; 45.4871079!
Les Martins: 5.8277937; 45.4775794!
Markt: 7.5812733; 47.6248851!
Oyonnax: 5.6550948; 46.2576269!
Levallois-Perret: 2.2873009; 48.8951087!
Chilly-Mazarin: 2.3102393; 48.7073458!
Stiring-Wendel: 6.9276846; 49.2011432!
Firminy: 4.2853218; 45.3869985!
Montigny-en-Gohelle: 2.92988; 50.4269!
Cusset: 3.4602736; 46.1324239!
Beziers: 3.2166203; 43.341279!
Eaubonne: 2.2794326; 48.9906696!
Verneuil-sur-Seine: 1.96193; 48.9862!
Troyes: 4.0746257; 48.2971626!
Carros: 7.18785; 43.7846!
Allonnes: 0.1578819; 47.969283!
Pontoise: 2.1008067; 49.0508845!
Lons-le-Saunier: 5.5586167; 46.6739021!
Montrouge: 2.31606; 48.8144!
Pontarlier: 6.3546345; 46.9040348!
Colombes: 2.2543577; 48.922788!
Drancy: 2.4396335; 48.9232391!
Vence: 7.112377; 43.7238572!
Chanteloup-les-Vignes: 2.0304454; 48.9773358!
Alencon: 0.0911374; 48.4312059!
Bergerac: 0.487531; 44.8534568!
Guilherand-Granges: 4.86677; 44.929!
Montbeliard: 6.7977564; 47.5102368!
Chamalieres: 3.06115; 45.7732!
Lomme: 2.9870927; 50.6457022!
Les Pennes-Mirabeau: 5.3090324; 43.4098822!
Osny: 2.0614598; 49.0660487!
Sevres: 2.2127083; 48.8247407!
Saint-Avertin: 0.739923; 47.3577!
Villeneuve-la-Garenne: 2.3324727; 48.9350488!
Roissy-en-Brie: 2.66082; 48.7909!
Jeumont: 4.1000965; 50.2978009!
Florange: 6.1204524; 49.3215199!
Brive-la-Gaillarde: 1.5332389; 45.1584982!
Montereau-Fault-Yonne: 2.9556852; 48.3851656!
Bondy: 2.48291; 48.9031!
Lingolsheim: 7.6836346; 48.5580427!
Bouxieres-aux-Dames: 6.1640849; 48.7543564!
Quincy-sous-Senart: 2.52926; 48.6721!
Saint-Jean-d'Ardieres: 4.7267069; 46.1278464!
Le Teich: -1.0260126; 44.6307705!
Montfort-sur-Meu: -1.955145; 48.1372782!
Plenee-Jugon: -2.42023; 48.3584!
Bernes-sur-Oise: 2.2985653; 49.1620172!
Manom: 6.1883115; 49.3714653!
Sainte-Adresse: 0.0805655; 49.5052482!
Doue-la-Fontaine: -0.2761917; 47.1937935!
Busigny: 3.46612; 50.0382!
Buxerolles: 0.3622284; 46.6126727!
Lampaul-Guimiliau: -4.0418644; 48.4937021!
L'Huisserie: -0.7681717; 48.0229521!
Rehon: 5.7511703; 49.5014875!
La Fresnais: -1.8437735; 48.5952811!
Saint-Martin-le-Beau: 0.908158; 47.3562668!
Boissy-sous-Saint-Yon: 2.212325; 48.5486005!
Domerat: 2.5368661; 46.359995!
Caudebec-les-Elbeuf: 1.02611; 49.2814!
Langueux: -2.70959; 48.4991!
Voves: 1.6265207; 48.2702351!
Spicheren: 6.9690775; 49.1924216!
Sorbiers: 4.4378885; 45.4991034!
Revel: 2.005589; 43.4582102!
Gommegnies: 3.7047137; 50.2720883!
Tinteniac: -1.835207; 48.3292393!
Gruchet-le-Valasse: 0.4866308; 49.5569416!
Gamaches: 1.5557176; 49.9855234!
La Roquette-sur-Siagne: 6.9523925; 43.5801799!
Itteville: 2.3418427; 48.5145073!
Verneuil-en-Halatte: 2.5188916; 49.273664!
Les Rousses: 6.0705476; 46.4925035!
Crest: 5.0236592; 44.7282675!
Plabennec: -4.4268474; 48.5020355!
Bannalec: -3.6977603; 47.9324217!
Ottange: 6.0182549; 49.4425009!
Escalquens: 1.5620588; 43.5183908!
Pontcharra-sur-Turdine: 4.4897842; 45.8748314!
Saint-Prix: 2.27173; 49.0216!
Frouard: 6.1293789; 48.7601755!
Liffre: -1.5059171; 48.2140478!
Anneyron: 4.8844712; 45.2695877!
Saint-Genes-Champanelle: 3.0202426; 45.7193702!
Mouans-Sartoux: 6.9703991; 43.6203852!
Aire-sur-l'Adour: -0.2647028; 43.7006462!
Le Cendre: 3.1871331; 45.7206707!
Lorris: 2.50012; 47.8648!
Calvisson: 4.1912828; 43.7830009!
Camaret-sur-Aigues: 4.8736979; 44.1648905!
Le Folgoet: -4.3400067; 48.5635555!
Epagny: 6.08557; 45.9426!
Allonnes: 0.0236311; 47.2942027!
Meung-sur-Loire: 1.6968033; 47.8268726!
Terrasson-Lavilledieu: 1.3016221; 45.1292442!
Cleder: -4.1039679; 48.6612675!
Folschviller: 6.6857822; 49.0701986!
Puygouzon: 2.1693657; 43.8922718!
Varces-Allieres-et-Risset: 5.6736243; 45.0887016!
La Farlede: 6.04317; 43.1597!
Veauche: 4.2899212; 45.5602594!
Piennes: 5.7846233; 49.3085543!
Brecey: -1.1662557; 48.7243382!
Carqueiranne: 6.0766933; 43.0910087!
L'Houmeau: -1.18501; 46.1937!
Noyelles-Godault: 2.99625; 50.4199!
Sarralbe: 7.0306786; 49.000582!
Lecelles: 3.395199; 50.4714838!
Chavanoz: 5.1788274; 45.7677664!
Salome: 2.83819; 50.5365!
Guignes: 2.7954418; 48.6354878!
Courcelles-les-Lens: 3.01714; 50.4141!
La Turbie: 7.397501; 43.7437015!
Chaponost: 4.7469158; 45.7107025!
Levens: 7.2399016; 43.8470383!
Ruelisheim: 7.3584678; 47.825845!
Selongey: 5.1864942; 47.5875437!
Saint-Brandan: -2.8701914; 48.389972!
Fepin: 4.7269014; 50.0185689!
Sainte-Maure-de-Touraine: 0.6192751; 47.1086521!
Portes-les-Valence: 4.8774936; 44.8753434!
Soultzmatt: 7.2388693; 47.962517!
Saint-Romain-le-Puy: 4.12647; 45.5561!
Rocroi: 4.530144; 49.9290014!
Valbonne: 7.0085848; 43.6413793!
Le Poinconnet: 1.7178194; 46.7641725!
Aucamville: 1.4291655; 43.6687865!
Saint-Mard: 2.69598; 49.038!
Couzon-au-Mont-d'Or: 4.8252704; 45.8435075!
Saint-Astier: 0.5283125; 45.1450477!
Farebersviller: 6.8648; 49.1155!
Orbey: 7.1616393; 48.1272182!
Saint-Joachim: -2.2025884; 47.3839418!
Paray-le-Monial: 4.1177959; 46.450559!
Rosselange: 6.0700034; 49.2590685!
Ghyvelde: 2.5218978; 51.0519393!
Serignan-du-Comtat: 4.8445684; 44.1893038!
Borderes-sur-l'Echez: 0.0500621; 43.2583864!
Barsac: -0.323435; 44.6043291!
Saint-Laurent-du-Pont: 5.7344408; 45.3876013!
Avesnes-le-Comte: 2.5295027; 50.2768562!
Neufchateau: 5.6948571; 48.3553014!
Villiers-sur-Orge: 2.3010786; 48.6585041!
Issou: 1.7924733; 48.988093!
Saint-Paul-de-Fenouillet: 2.5042356; 42.8105182!
Monistrol-sur-Loire: 4.1727546; 45.2926341!
Saint-Ciers-sur-Gironde: -0.6158131; 45.2934579!
Nonancourt: 1.1977498; 48.7709287!
Egletons: 2.045018; 45.4065225!
Joinville: 5.1412535; 48.4426265!
Mereville: 2.0801901; 48.317508!
Hautot-sur-Mer: 1.0341419; 49.8958976!
Provin: 2.9133145; 50.5151406!
Veynes: 5.8244718; 44.5349009!
Petite-Rosselle: 6.8488569; 49.2074936!
Saint-Pair-sur-Mer: -1.569713; 48.8154935!
Ydes: 2.4364942; 45.3445678!
Vieux-Charmont: 6.84354; 47.5233!
Les Andelys: 1.4207776; 49.2454361!
Coquelles: 1.8144759; 50.9280223!
Capestang: 3.0457226; 43.3265792!
Ampuis: 4.811206; 45.4888765!
Bricquebec: -1.6321305; 49.4717312!
Thones: 6.3241844; 45.8819884!
Forges-les-Bains: 2.0996273; 48.6290401!
Lignan-sur-Orb: 3.17294; 43.3828!
Gemenos: 5.6295178; 43.2961722!
Chaingy: 1.7753982; 47.8908017!
Poligny: 5.7062223; 46.8354661!
Evron: -0.4028817; 48.1559831!
Ronchamp: 6.6341704; 47.6974319!
Saleux: 2.2402405; 49.8606834!
Meulan-en-Yvelines: 1.9094643; 49.0056863!
Saint-Mihiel: 5.5423046; 48.891207!
Le Mesnil-en-Thelle: 2.284162; 49.1768774!
La Loupe: 1.02521; 48.4737!
Dange-Saint-Romain: 0.6076714; 46.9360856!
Ploudalmezeau: -4.6573485; 48.542006!
Bettancourt-la-Ferree: 4.9746257; 48.6528198!
Montmorillon: 0.8682027; 46.4249573!
Illange: 6.18045; 49.3292!
Saulxures-sur-Moselotte: 6.7697167; 47.9499536!
Gournay-sur-Marne: 2.575753; 48.8612069!
Saint-Pierre-du-Mont: -0.5201452; 43.8825787!
Le Beausset: 5.8007195; 43.1988273!
Brou-sur-Chantereine: 2.6289001; 48.8856842!
Villenoy: 2.8596553; 48.9412182!
Conches-en-Ouche: 0.9411911; 48.9621726!
Bourg-Saint-Andeol: 4.6457565; 44.3707629!
Nissan-lez-Enserune: 3.1279229; 43.2900051!
Bagneres-de-Luchon: 0.5916857; 42.7910656!
Le Plessis-Pate: 2.3256213; 48.6116007!
Arnas: 4.7071167; 46.0235247!
Nangis: 3.0083264; 48.5539053!
Moelan-sur-Mer: -3.6309833; 47.8133996!
Cosse-le-Vivien: -0.912108; 47.944464!
Saint-Agreve: 4.3977068; 45.0083531!
Penvenan: -3.2973357; 48.8120152!
Saint-Gildas-des-Bois: -2.0369967; 47.5174681!
Gruissan: 3.086422; 43.1050181!
Blangy-sur-Bresle: 1.6296832; 49.9323757!
Chassieu: 4.9681796; 45.7422756!
Luxeuil-les-Bains: 6.3808865; 47.817177!
Crespin: 3.65142; 50.423!
Cercy-la-Tour: 3.6426557; 46.8678901!
Laroque-d'Olmes: 1.8703475; 42.9685362!
Mauleon: -0.7501814; 46.9227947!
Orcet: 3.17459; 45.7067!
Redon: -2.0824145; 47.6571027!
Saint-Didier-au-Mont-d'Or: 4.7979353; 45.8115147!
Pont-de-Larn: 2.4079411; 43.5037175!
Agny: 2.7576585; 50.2594474!
Neuilly-en-Thelle: 2.28384; 49.2292!
Chatillon-en-Michaille: 5.7985185; 46.1438962!
Beaurainville: 1.9030062; 50.4196645!
Prayssac: 1.18691; 44.5101!
Weyersheim: 7.8007862; 48.715118!
Lucay-le-Male: 1.4379064; 47.1264192!
Maroeuil: 2.7046841; 50.3240929!
Talmont-Saint-Hilaire: -1.618977; 46.4666884!
La Chapelle-Thouarault: -1.8645101; 48.1247951!
Saint-Lupicin: 5.7932147; 46.4047933!
Estrees-Saint-Denis: 2.6440507; 49.4266493!
Pannes: 2.6693801; 48.0188506!
Montrond-les-Bains: 4.24024; 45.636!
Schirmeck: 7.2198126; 48.4795197!
Fleurbaix: 2.83278; 50.6385!
Plouigneau: -3.7011457; 48.567703!
Cognin: 5.8933927; 45.5587047!
Saint-Varent: -0.2357384; 46.8892151!
Saint-Jean-d'Illac: -0.7815257; 44.8101856!
Montfrin: 4.5911803; 43.8765181!
Bollwiller: 7.2627649; 47.8585892!
Loriol-sur-Drome: 4.822279; 44.7518413!
Maizieres-les-Metz: 6.1617286; 49.2124945!
Bouvron: -1.8476112; 47.4178011!
Saint-Martin-la-Plaine: 4.59147; 45.5529!
Le Chambon-sur-Lignon: 4.302941; 45.060809!
Greasque: 5.5434487; 43.4321624!
Reichshoffen: 7.666971; 48.9350781!
Bandol: 5.7523255; 43.1358861!
Buxy: 4.6949968; 46.7133608!
La Roque-d'Antheron: 5.3122208; 43.7150961!
Flesselles: 2.26336; 50.0049!
Plemet: -2.5940447; 48.177313!
Auchy-les-Mines: 2.7853708; 50.5120767!
Maule: 1.8505364; 48.9079595!
Le Taillan-Medoc: -0.6725054; 44.9113838!
Rosporden: -3.8279451; 47.9589613!
Berlaimont: 3.8123133; 50.2026418!
Mimet: 5.504383; 43.4139973!
Tourves: 5.9243299; 43.407701!
Gond-Pontouvre: 0.1671129; 45.6677249!
Revigny-sur-Ornain: 4.97572; 48.8275!
Pitres: 1.2247712; 49.3212629!
Cauffry: 2.4490439; 49.3168928!
Pontcharra: 6.0204233; 45.4327537!
Saint-Bres: 4.030312; 43.6634159!
Dunieres: 4.34461; 45.215!
Les Salles-du-Gardon: 4.041571; 44.1977726!
Hesdin: 2.0368823; 50.3731972!
Saint-Pryve-Saint-Mesmin: 1.869824; 47.8803102!
Ivry-la-Bataille: 1.4465399; 48.8858013!
Esbly: 2.81251; 48.9021!
Langonnet: -3.4920882; 48.1040007!
La Fere: 3.3662208; 49.6632219!
Saint-Gely-du-Fesc: 3.803981; 43.6913873!
Verneuil-l'Etang: 2.8339013; 48.6437667!
Aire-sur-la-Lys: 2.3997438; 50.6395974!
Auneuil: 1.9976621; 49.3705513!
Spezet: -3.7165137; 48.1925931!
Frossay: -1.9341151; 47.2440022!
Camaret-sur-Mer: -4.5968963; 48.2772747!
Saint-Jouan-des-Guerets: -1.9730216; 48.5991065!
Ille-sur-Tet: 2.6224853; 42.6709665!
La Garde: 6.5572147; 43.8301121!
Saint-Zacharie: 5.707967; 43.3839412!
Le Blanc: 1.0617161; 46.631588!
Claye-Souilly: 2.6883703; 48.9460871!
Fargues-Saint-Hilaire: -0.4440284; 44.8230228!
Montauroux: 6.765164; 43.617944!
Bellac: 1.0502585; 46.1208934!
Puylaurens: 2.0134036; 43.5726147!
Dettwiller: 7.4674945; 48.7547332!
Carry-le-Rouet: 5.1522977; 43.3316442!
Terville: 6.1317817; 49.3455965!
Chaponnay: 4.9345198; 45.6274322!
Frepillon: 2.2032431; 49.0512302!
Varennes-sur-Allier: 3.4037078; 46.313164!
Ploeuc-sur-Lie: -2.76626; 48.3453!
Chazay-d'Azergues: 4.71116; 45.8759!
L'Horme: 4.54312; 45.4934!
Noyarey: 5.6266927; 45.2475997!
Saint-Sulpice-de-Royan: -1.0120694; 45.6727461!
Allinges: 6.4649753; 46.3367823!
Paray-Vieille-Poste: 2.3637838; 48.7126093!
Sarlat-la-Caneda: 1.2161321; 44.8879431!
La Frette-sur-Seine: 2.1804505; 48.9730835!
Le Vigan: 3.6059407; 43.9912933!
Courchelettes: 3.060771; 50.3425863!
Sermaize-les-Bains: 4.9117376; 48.7841423!
Thorigne-Fouillard: -1.5800238; 48.1535233!
Port-Vendres: 3.1056167; 42.5204146!
Envermeu: 1.2658496; 49.8967806!
Bart: 6.7718265; 47.4921431!
Heyrieux: 5.0624442; 45.6290549!
Fonbeauzard: 1.4321168; 43.6762879!
Picauville: -1.38753; 49.3798!
Saint-Jorioz: 6.1639807; 45.8337282!
Le Grand-Lemps: 5.41505; 45.3986!
Longeville-les-Saint-Avold: 6.64503; 49.1192!
Gex: 6.0588831; 46.3324378!
Quincy-Voisins: 2.87886; 48.8997!
Bormes-les-Mimosas: 6.3419285; 43.1506968!
Lamotte-Beuvron: 2.02686; 47.6052!
Sainte-Menehould: 4.8967637; 49.0904192!
Salouel: 2.24173; 49.8709!
Saint-Marcellin-en-Forez: 4.17202; 45.4879!
Marange-Silvange: 6.1165999; 49.2157608!
Brebieres: 3.0235047; 50.337968!
Leves: 1.4786967; 48.4782477!
Saint-Aubin-d'Aubigne: -1.607077; 48.2630217!
Saint-Etienne-de-Saint-Geoirs: 5.3440159; 45.3398756!
Soultz-sous-Forets: 7.8834041; 48.9370662!
Geispolsheim: 7.6468394; 48.5155933!
Linselles: 3.07498; 50.7339!
Villieu-Loyes-Mollon: 5.23215; 45.9273!
Schoeneck: 6.9240547; 49.2207124!
Saint-Romain-de-Jalionas: 5.2199963; 45.7525436!
Vieux-Berquin: 2.6488471; 50.6936479!
Corbas: 4.9013853; 45.66643!
La Bourboule: 2.7401614; 45.5892481!
Neufchatel-en-Bray: 1.4421413; 49.7350035!
Asnieres-sur-Oise: 2.3541273; 49.1339089!
Meriel: 2.2049729; 49.0789881!
Bignan: -2.75223; 47.8798!
Saint-Paul-en-Jarez: 4.5741514; 45.4825111!
Gravigny: 1.1622116; 49.0474459!
Monflanquin: 0.7699592; 44.5315985!
Petite-Foret: 3.47833; 50.3749!
Ploudaniel: -4.3101807; 48.5368963!
Saint-Clair-de-la-Tour: 5.483523; 45.5723547!
Xertigny: 6.4008806; 48.0453308!
Briare: 2.7413128; 47.6410716!
Pruniers-en-Sologne: 1.6712873; 47.3226395!
Forges-les-Eaux: 1.54474; 49.6128072!
Pont-de-l'Isere: 4.8714601; 45.004331!
Montrichard: 1.1843175; 47.3430937!
Courlay: -0.5660558; 46.7794817!
Hettange-Grande: 6.1530803; 49.4026659!
Joigny: 3.3991365; 47.9825085!
Vetraz-Monthoux: 6.2580538; 46.1741237!
Thorens-Glieres: 6.2493526; 45.9964556!
Saint-Georges-sur-Eure: 1.36013; 48.4178!
Oudon: -1.2861611; 47.3466877!
Chasseneuil-sur-Bonnieure: 0.4487238; 45.8239655!
Dampmart: 2.7355279; 48.8852184!
Saint-Affrique: 2.8866641; 43.9580035!
Chomerac: 4.6615361; 44.708414!
La Machine: 3.4658381; 46.8899094!
Cappelle-la-Grande: 2.37197; 50.9973!
Venette: 2.8007412; 49.4162216!
Saint-Palais-sur-Mer: -1.0743343; 45.6486446!
La Broque: 7.2157068; 48.4765607!
Seltz: 8.1077641; 48.8950622!
Luynes: 0.5545862; 47.3851411!
Exincourt: 6.83595; 47.5009!
Ligne: -1.3769776; 47.4129242!
Ecrouves: 5.8399328; 48.6794767!
Bazouges-la-Perouse: -1.56299; 48.434!
Bouligny: 5.7358902; 49.2925378!
Amplepuis: 4.3313792; 45.9730698!
Le Mesnil-Esnard: 1.1391732; 49.4119899!
Nomexy: 6.3794667; 48.3083997!
Les Aix-d'Angillon: 2.5715314; 47.1990036!
Nans-les-Pins: 5.7840241; 43.3732163!
Saint-Gilles: -1.8291486; 48.1548017!
Arnay-le-Duc: 4.48186; 47.1252!
Saulxures-les-Nancy: 6.25604; 48.6867!
Villedieu-la-Blouere: -1.0623685; 47.1477941!
Saint-Pierre-du-Perray: 2.505381; 48.6137867!
Bagneres-de-Bigorre: 0.1530914; 43.0658212!
Annet-sur-Marne: 2.7189327; 48.9263555!
Estrablin: 4.9626443; 45.516405!
Larmor-Plage: -3.3775895; 47.7147553!
Morzine: 6.7089622; 46.1796877!
Saint-Lunaire: -2.1090269; 48.6354993!
Guecelard: 0.1294751; 47.8771768!
Lacroix-Saint-Ouen: 2.7895045; 49.356047!
Tomblaine: 6.2107082; 48.6866417!
Margency: 2.28847; 49.002!
Bouloc: 1.4051212; 43.7809538!
Le Bignon: -1.4907076; 47.0982118!
Coye-la-Foret: 2.4671146; 49.1425141!
Iwuy: 3.3231448; 50.2309954!
Betschdorf: 7.9065678; 48.8974813!
La Planche: -1.4358522; 47.0165253!
Verneuil-sur-Avre: 0.9295044; 48.7386515!
Bruguieres: 1.411126; 43.7277106!
Pradines: 1.38549; 44.4652!
Coublevie: 5.616002; 45.3558251!
Mazeres: 1.6848247; 43.2504127!
Gouvieux: 2.41521; 49.1902!
Illiers-Combray: 1.2444186; 48.2994963!
Villennes-sur-Seine: 1.99846; 48.9366!
Chailly-en-Biere: 2.608877; 48.4669449!
Communay: 4.8324705; 45.6043302!
Bourg-de-Thizy: 4.2998475; 46.0346399!
Le Plessis-Bouchard: 2.2330815; 49.0016863!
Ferrieres-en-Gatinais: 2.7995; 48.0987495!
Romilly-sur-Andelle: 1.25613; 49.3334!
Beaurepaire: 5.0551546; 45.3391102!
Saint-Etienne-de-Montluc: -1.7810546; 47.2739351!
Hauteville-Lompnes: 5.6005072; 45.9769119!
Joeuf: 6.0109729; 49.2283492!
Blanzat: 3.0734; 45.8267!
Wignehies: 4.0040972; 50.013991!
Avesnelles: 3.94959; 50.1077!
Saint-Vallier: 4.8157825; 45.1784989!
Ardentes: 1.8320589; 46.7422328!
Cuers: 6.072772; 43.2372099!
Moyenmoutier: 6.9141503; 48.3805412!
Saint-Laurent-Medoc: -0.853873; 45.1425!
Fleurance: 0.641299; 43.8405!
Saint-Denis-les-Bourg: 5.1896503; 46.2025598!
Neuilly-Saint-Front: 3.2631904; 49.1708005!
Talensac: -1.9269063; 48.1092798!
La Charite-sur-Loire: 3.0185784; 47.1793255!
Doullens: 2.3440529; 50.1565183!
Pollestres: 2.8709063; 42.6420519!
Ploumagoar: -3.1318236; 48.5451052!
Agon-Coutainville: -1.58178; 49.0413!
Chateauneuf-du-Pape: 4.8313029; 44.0561307!
Escaudoeuvres: 3.27672; 50.1944!
Malaucene: 5.1320728; 44.1733658!
Dombasle-sur-Meurthe: 6.36106; 48.6212!
Villepreux: 2.01456; 48.8316!
Ploumilliau: -3.5231644; 48.6787936!
Saint-Mathieu-de-Treviers: 3.8644554; 43.7694101!
Toury: 1.9363143; 48.1962708!
Lancon-Provence: 5.1258628; 43.5913062!
Saint-Jean-Cap-Ferrat: 7.3327399; 43.6899651!
Auribeau-sur-Siagne: 6.9105552; 43.6001505!
Saint-Aubin-de-Medoc: -0.7246734; 44.9134219!
Le Soler: 2.8007536; 42.6824044!
Plescop: -2.8172455; 47.6981224!
Bergues: 2.433907; 50.9685306!
Chatenois-les-Forges: 6.8497211; 47.5581966!
Louargat: -3.3395969; 48.566485!
Nivillac: -2.24927; 47.5403!
Airvault: -0.1379256; 46.8269439!
Creon: -0.3482858; 44.7746764!
Vendin-les-Bethune: 2.60423; 50.5462!
Marnaz: 6.5264868; 46.0589925!
Saint-Quay-Portrieux: -2.8447428; 48.6548946!
Saint-Yvi: -3.9354425; 47.96724!
Saint-Georges-sur-Baulche: 3.5312159; 47.8048527!
Chateauneuf-de-Gadagne: 4.9447282; 43.9279198!
Longpont-sur-Orge: 2.2852772; 48.6393035!
Juvignac: 3.8162747; 43.6141134!
Simiane-Collongue: 5.4372321; 43.4283878!
Vernaison: 4.80986; 45.6467!
Bapaume: 2.8510568; 50.1028408!
